l,categoryLabel,word
http://www.wikidata.org/entity/L13680,adjectif,facultatif
http://www.wikidata.org/entity/L14044,numéral,quatre-vingt-un
http://www.wikidata.org/entity/L13750,adjectif,sexuel
http://www.wikidata.org/entity/L13852,adjectif,régional
http://www.wikidata.org/entity/L13889,adjectif,intégral
http://www.wikidata.org/entity/L14250,adjectif,désagréable
http://www.wikidata.org/entity/L15147,adjectif,disponible
http://www.wikidata.org/entity/L15236,adjectif,individuel
http://www.wikidata.org/entity/L15279,adjectif,brave
http://www.wikidata.org/entity/L15336,adjectif,pâle
http://www.wikidata.org/entity/L15439,adjectif,agricole
http://www.wikidata.org/entity/L15515,adjectif,hydrologique
http://www.wikidata.org/entity/L15552,adjectif,pédago-thérapeutique
http://www.wikidata.org/entity/L14002,numéral,quarante-quatre
http://www.wikidata.org/entity/L13683,adverbe,conformément
http://www.wikidata.org/entity/L15146,adverbe,actuellement
http://www.wikidata.org/entity/L15232,adverbe,techniquement
http://www.wikidata.org/entity/L15780,adverbe,quelquefois
http://www.wikidata.org/entity/L14015,numéral,cinquante-huit
http://www.wikidata.org/entity/L14001,numéral,quarante-trois
http://www.wikidata.org/entity/L14041,numéral,septante-sept
http://www.wikidata.org/entity/L14059,numéral,quatre-vingt-dix-huit
http://www.wikidata.org/entity/L14038,numéral,septante-quatre
http://www.wikidata.org/entity/L15463,verbe,percevoir
http://www.wikidata.org/entity/L14013,numéral,cinquante-six
http://www.wikidata.org/entity/L12084,adjectif,énormes
http://www.wikidata.org/entity/L12382,adjectif,populaires
http://www.wikidata.org/entity/L12392,adjectif,économiques
http://www.wikidata.org/entity/L12429,adjectif,saine
http://www.wikidata.org/entity/L12429,adjectif,saines
http://www.wikidata.org/entity/L12429,adjectif,sains
http://www.wikidata.org/entity/L12680,adjectif,différents
http://www.wikidata.org/entity/L12763,adjectif,obligatoires
http://www.wikidata.org/entity/L12052,nom,costumes
http://www.wikidata.org/entity/L12679,nom,buts
http://www.wikidata.org/entity/L12802,nom,votes
http://www.wikidata.org/entity/L11978,nom,poissons
http://www.wikidata.org/entity/L12442,verbe,habitué
http://www.wikidata.org/entity/L12443,verbe,gâté
http://www.wikidata.org/entity/L12090,nom,hallucinations
http://www.wikidata.org/entity/L12811,nom,transports
http://www.wikidata.org/entity/L12468,adjectif,dorée
http://www.wikidata.org/entity/L11975,nom,visions
http://www.wikidata.org/entity/L11997,nom,manches
http://www.wikidata.org/entity/L12040,nom,folies
http://www.wikidata.org/entity/L12048,nom,capitaines
http://www.wikidata.org/entity/L12077,nom,surlendemains
http://www.wikidata.org/entity/L12360,nom,professeurs
http://www.wikidata.org/entity/L12363,nom,paragraphes
http://www.wikidata.org/entity/L12377,nom,assemblées
http://www.wikidata.org/entity/L12384,nom,protections
http://www.wikidata.org/entity/L12389,nom,autorités
http://www.wikidata.org/entity/L12390,nom,compétences
http://www.wikidata.org/entity/L12395,nom,peuples
http://www.wikidata.org/entity/L12409,nom,lotos
http://www.wikidata.org/entity/L12424,nom,tampons
http://www.wikidata.org/entity/L12428,nom,tiroirs
http://www.wikidata.org/entity/L12635,nom,traditions
http://www.wikidata.org/entity/L12637,nom,débordements
http://www.wikidata.org/entity/L12671,nom,cendres
http://www.wikidata.org/entity/L12771,nom,utilisations
http://www.wikidata.org/entity/L12772,nom,procédures
http://www.wikidata.org/entity/L12796,nom,préambules
http://www.wikidata.org/entity/L12799,nom,considérations
http://www.wikidata.org/entity/L12806,nom,sections
http://www.wikidata.org/entity/L12821,nom,carburants
http://www.wikidata.org/entity/L12843,nom,caractères
http://www.wikidata.org/entity/L12847,nom,sorties
http://www.wikidata.org/entity/L13420,verbe,condamnés
http://www.wikidata.org/entity/L10028,verbe,obtenu
http://www.wikidata.org/entity/L10028,verbe,obtint
http://www.wikidata.org/entity/L10063,verbe,semblait
http://www.wikidata.org/entity/L10063,verbe,semblant
http://www.wikidata.org/entity/L10063,verbe,semblé
http://www.wikidata.org/entity/L10271,verbe,avancé
http://www.wikidata.org/entity/L10271,verbe,avancés
http://www.wikidata.org/entity/L10499,verbe,rêvent
http://www.wikidata.org/entity/L10701,verbe,adressent
http://www.wikidata.org/entity/L10271,verbe,avoir avancé
http://www.wikidata.org/entity/L18682,adjectif,juifs
http://www.wikidata.org/entity/L11211,verbe,poussera
http://www.wikidata.org/entity/L9953,verbe,appelle
http://www.wikidata.org/entity/L23649,nom,catalans
http://www.wikidata.org/entity/L18682,adjectif,juive
http://www.wikidata.org/entity/L18682,adjectif,juives
http://www.wikidata.org/entity/L2330,nom,tours
http://www.wikidata.org/entity/L23730,nom,réactions
http://www.wikidata.org/entity/L10366,verbe,arme
http://www.wikidata.org/entity/L13420,verbe,condamné
http://www.wikidata.org/entity/L22486,nom,prétentions
http://www.wikidata.org/entity/L22517,nom,vice-présidentes
http://www.wikidata.org/entity/L22548,nom,académiciens
http://www.wikidata.org/entity/L22566,nom,mules
http://www.wikidata.org/entity/L23210,nom,assises
http://www.wikidata.org/entity/L23650,nom,sous-espèces
http://www.wikidata.org/entity/L23658,nom,milliardièmes
http://www.wikidata.org/entity/L23691,nom,compartiments
http://www.wikidata.org/entity/L23706,nom,assolements
http://www.wikidata.org/entity/L23709,nom,chargements
http://www.wikidata.org/entity/L23712,nom,agencements
http://www.wikidata.org/entity/L23720,nom,superpositions
http://www.wikidata.org/entity/L23729,nom,extractions
http://www.wikidata.org/entity/L23756,nom,maturations
http://www.wikidata.org/entity/L23758,nom,infiltrations
http://www.wikidata.org/entity/L23779,nom,déviations
http://www.wikidata.org/entity/L23780,nom,remediations
http://www.wikidata.org/entity/L23799,nom,corrosions
http://www.wikidata.org/entity/L23807,nom,oléoducs
http://www.wikidata.org/entity/L23816,nom,envoûtages
http://www.wikidata.org/entity/L14256,verbe,fondé
http://www.wikidata.org/entity/L9273,verbe,lis
http://www.wikidata.org/entity/L9273,verbe,lisant
http://www.wikidata.org/entity/L9273,verbe,lu
http://www.wikidata.org/entity/L9273,verbe,lut
http://www.wikidata.org/entity/L9926,verbe,entre
http://www.wikidata.org/entity/L9926,verbe,entrez
http://www.wikidata.org/entity/L9206,verbe,dirai
http://www.wikidata.org/entity/L9206,verbe,disait
http://www.wikidata.org/entity/L9206,verbe,disent
http://www.wikidata.org/entity/L9206,verbe,dites
http://www.wikidata.org/entity/L9279,verbe,sache
http://www.wikidata.org/entity/L9279,verbe,sais
http://www.wikidata.org/entity/L9279,verbe,sait
http://www.wikidata.org/entity/L9279,verbe,saurez
http://www.wikidata.org/entity/L9279,verbe,savais
http://www.wikidata.org/entity/L9279,verbe,savez
http://www.wikidata.org/entity/L2243,verbe,chercha
http://www.wikidata.org/entity/L2243,verbe,cherche
http://www.wikidata.org/entity/L9392,verbe,espère
http://www.wikidata.org/entity/L9283,verbe,partirai
http://www.wikidata.org/entity/L9717,verbe,écris
http://www.wikidata.org/entity/L9717,verbe,écrivait
http://www.wikidata.org/entity/L9717,verbe,écrivant
http://www.wikidata.org/entity/L9717,verbe,écrive
http://www.wikidata.org/entity/L9717,verbe,écriviez
http://www.wikidata.org/entity/L12357,verbe,relisant
http://www.wikidata.org/entity/L12870,verbe,essaie
http://www.wikidata.org/entity/L12870,verbe,essayé
http://www.wikidata.org/entity/L24170,nom,brigades
http://www.wikidata.org/entity/L22780,préposition,de la
http://www.wikidata.org/entity/L22780,préposition,des
http://www.wikidata.org/entity/L2332,nom,tours
http://www.wikidata.org/entity/L9283,verbe,parti
http://www.wikidata.org/entity/L23822,nom,remplissages
http://www.wikidata.org/entity/L23847,nom,musicologies
http://www.wikidata.org/entity/L23867,nom,caps
http://www.wikidata.org/entity/L23868,nom,pics
http://www.wikidata.org/entity/L23869,nom,clans
http://www.wikidata.org/entity/L23872,nom,monts
http://www.wikidata.org/entity/L23875,nom,chars
http://www.wikidata.org/entity/L24136,nom,lingeries
http://www.wikidata.org/entity/L24146,nom,métallurgies
http://www.wikidata.org/entity/L24150,nom,entomologies
http://www.wikidata.org/entity/L24156,nom,minéralogies
http://www.wikidata.org/entity/L9131,verbe,écoute
http://www.wikidata.org/entity/L23187,nom propre,Saharas
http://www.wikidata.org/entity/L13173,adverbe,absolument
http://www.wikidata.org/entity/L12667,adjectif,ignorant
http://www.wikidata.org/entity/L13910,adjectif,impartial
http://www.wikidata.org/entity/L12853,adjectif,lent
http://www.wikidata.org/entity/L12844,adjectif,véritable
http://www.wikidata.org/entity/L12447,adverbe,lentement
http://www.wikidata.org/entity/L12766,adverbe,notamment
http://www.wikidata.org/entity/L13175,adverbe,évidemment
http://www.wikidata.org/entity/L13185,adverbe,délicatement
http://www.wikidata.org/entity/L13770,adverbe,librement
http://www.wikidata.org/entity/L13982,numéral,trente
http://www.wikidata.org/entity/L13995,numéral,trente-six
http://www.wikidata.org/entity/L13981,numéral,soixante
http://www.wikidata.org/entity/L13980,numéral,septante
http://www.wikidata.org/entity/L13990,numéral,trente-et-un
http://www.wikidata.org/entity/L13979,numéral,quarante
http://www.wikidata.org/entity/L14000,numéral,quarante-deux
http://www.wikidata.org/entity/L13752,nom,association
http://www.wikidata.org/entity/L13618,nom,infrastructure
http://www.wikidata.org/entity/L12660,nom,cheminée
http://www.wikidata.org/entity/L12459,nom,concert
http://www.wikidata.org/entity/L13790,nom,adaptation
http://www.wikidata.org/entity/L13964,nom,maîtresse
http://www.wikidata.org/entity/L13657,nom,sport
http://www.wikidata.org/entity/L13821,nom,communication
http://www.wikidata.org/entity/L12422,nom,reconnaissance
http://www.wikidata.org/entity/L14026,numéral,soixante-et-onze
http://www.wikidata.org/entity/L14039,numéral,septante-cinq
http://www.wikidata.org/entity/L14040,numéral,septante-six
http://www.wikidata.org/entity/L14062,numéral,huitante-et-un
http://www.wikidata.org/entity/L13730,nom,acquisition
http://www.wikidata.org/entity/L12848,nom,scène
http://www.wikidata.org/entity/L12764,nom,politique
http://www.wikidata.org/entity/L13744,nom,obligation
http://www.wikidata.org/entity/L13974,nom,tuile
http://www.wikidata.org/entity/L13738,nom,chancelier
http://www.wikidata.org/entity/L13791,nom,attribution
http://www.wikidata.org/entity/L13643,nom,développement
http://www.wikidata.org/entity/L13642,nom,indépendance
http://www.wikidata.org/entity/L13658,nom,logement
http://www.wikidata.org/entity/L13637,nom,matériel
http://www.wikidata.org/entity/L12865,nom,limonade
http://www.wikidata.org/entity/L13650,nom,cité
http://www.wikidata.org/entity/L12676,nom,départ
http://www.wikidata.org/entity/L13867,nom,promotion
http://www.wikidata.org/entity/L13785,nom,conception
http://www.wikidata.org/entity/L12789,nom,compte
http://www.wikidata.org/entity/L12452,nom,prospérité
http://www.wikidata.org/entity/L13662,nom,imposition
http://www.wikidata.org/entity/L13849,nom,filiation
http://www.wikidata.org/entity/L12880,nom,voile
http://www.wikidata.org/entity/L13694,nom,installation
http://www.wikidata.org/entity/L13739,nom,traitement
http://www.wikidata.org/entity/L13722,nom,alcool
http://www.wikidata.org/entity/L12449,nom,sagesse
http://www.wikidata.org/entity/L12437,nom,tête-à-tête
http://www.wikidata.org/entity/L13424,nom,chemise
http://www.wikidata.org/entity/L12854,nom,minute
http://www.wikidata.org/entity/L13625,nom,intégration
http://www.wikidata.org/entity/L12794,nom,intérêt
http://www.wikidata.org/entity/L13703,nom,responsabilité
http://www.wikidata.org/entity/L13808,nom,prévention
http://www.wikidata.org/entity/L13959,nom,somnambule
http://www.wikidata.org/entity/L13631,nom,délai
http://www.wikidata.org/entity/L13742,nom,naturalisation
http://www.wikidata.org/entity/L12446,verbe,tracasser
http://www.wikidata.org/entity/L12805,verbe,prévoir
http://www.wikidata.org/entity/L12839,verbe,démasquer
http://www.wikidata.org/entity/L13149,verbe,réformer
http://www.wikidata.org/entity/L13391,verbe,oppresser
http://www.wikidata.org/entity/L13453,verbe,agréer
http://www.wikidata.org/entity/L13693,verbe,promouvoir
http://www.wikidata.org/entity/L13904,verbe,éliminer
http://www.wikidata.org/entity/L13921,verbe,imputer
http://www.wikidata.org/entity/L12688,adjectif,comique
http://www.wikidata.org/entity/L13083,nom,ennemi
http://www.wikidata.org/entity/L12829,nom,presse
http://www.wikidata.org/entity/L12759,adjectif,politique
http://www.wikidata.org/entity/L12833,nom,durée
http://www.wikidata.org/entity/L13645,adjectif,matériel
http://www.wikidata.org/entity/L13768,nom,adhésion
http://www.wikidata.org/entity/L12465,nom,bêtise
http://www.wikidata.org/entity/L13091,nom,griffonnage
http://www.wikidata.org/entity/L13378,nom,perplexité
http://www.wikidata.org/entity/L13414,nom,rancart
http://www.wikidata.org/entity/L13644,nom,dignité
http://www.wikidata.org/entity/L13646,nom,encouragement
http://www.wikidata.org/entity/L13711,nom,recours
http://www.wikidata.org/entity/L13736,nom,loyer
http://www.wikidata.org/entity/L13815,nom,limitation
http://www.wikidata.org/entity/L13869,nom,indexation
http://www.wikidata.org/entity/L13970,nom,matinée
http://www.wikidata.org/entity/L13125,adjectif,rare
http://www.wikidata.org/entity/L12628,adjectif,faux
http://www.wikidata.org/entity/L13061,locution conjonctive,afin que
http://www.wikidata.org/entity/L14049,numéral,quatre-vingt-sept
http://www.wikidata.org/entity/L14054,numéral,quatre-vingt-douze
http://www.wikidata.org/entity/L14057,numéral,quatre-vingt-seize
http://www.wikidata.org/entity/L14050,numéral,quatre-vingt-huit
http://www.wikidata.org/entity/L13976,numéral,huitante
http://www.wikidata.org/entity/L26879,nom,haie
http://www.wikidata.org/entity/L26863,nom,ethnographie
http://www.wikidata.org/entity/L26876,nom propre,Normandie
http://www.wikidata.org/entity/L26982,verbe,catapulter
http://www.wikidata.org/entity/L26907,nom,ombrage
http://www.wikidata.org/entity/L26850,nom propre,Ajoie
http://www.wikidata.org/entity/L27256,nom,rédacteurs
http://www.wikidata.org/entity/L23653,nom,trillions
http://www.wikidata.org/entity/L23659,nom,billionièmes
http://www.wikidata.org/entity/L23695,nom,enfouissements
http://www.wikidata.org/entity/L23700,nom,surclassements
http://www.wikidata.org/entity/L23702,nom,déversements
http://www.wikidata.org/entity/L23708,nom,arrachements
http://www.wikidata.org/entity/L23717,nom,solifluxions
http://www.wikidata.org/entity/L23718,nom,combustions
http://www.wikidata.org/entity/L23726,nom,projections
http://www.wikidata.org/entity/L23734,nom,notations
http://www.wikidata.org/entity/L23739,nom,décantations
http://www.wikidata.org/entity/L23742,nom,carbonatations
http://www.wikidata.org/entity/L23747,nom,caractérisations
http://www.wikidata.org/entity/L23750,nom,canalisations
http://www.wikidata.org/entity/L23753,nom,délocalisations
http://www.wikidata.org/entity/L23771,nom,surconsommations
http://www.wikidata.org/entity/L23782,nom,différenciations
http://www.wikidata.org/entity/L23785,nom,agrégations
http://www.wikidata.org/entity/L23796,nom,perturbations
http://www.wikidata.org/entity/L26863,nom,ethnographies
http://www.wikidata.org/entity/L26869,nom,typologies
http://www.wikidata.org/entity/L26879,nom,haies
http://www.wikidata.org/entity/L26880,nom,typographes
http://www.wikidata.org/entity/L26886,nom,douches
http://www.wikidata.org/entity/L26904,nom,phasage
http://www.wikidata.org/entity/L26904,nom,phasages
http://www.wikidata.org/entity/L26907,nom,ombrages
http://www.wikidata.org/entity/L26909,nom,fromages
http://www.wikidata.org/entity/L26921,nom,escapade
http://www.wikidata.org/entity/L26921,nom,escapades
http://www.wikidata.org/entity/L26929,nom,soutenance
http://www.wikidata.org/entity/L26929,nom,soutenances
http://www.wikidata.org/entity/L26937,nom,productrices
http://www.wikidata.org/entity/L26944,nom,animatrices
http://www.wikidata.org/entity/L26950,nom,cofondatrice
http://www.wikidata.org/entity/L26950,nom,cofondatrices
http://www.wikidata.org/entity/L26958,nom,billards
http://www.wikidata.org/entity/L27162,nom,podcasts
http://www.wikidata.org/entity/L27180,nom,pansements
http://www.wikidata.org/entity/L27212,nom,coït
http://www.wikidata.org/entity/L27212,nom,coïts
http://www.wikidata.org/entity/L27215,nom,jouets
http://www.wikidata.org/entity/L27249,nom,constructeurs
http://www.wikidata.org/entity/L27252,nom,vice-recteurs
http://www.wikidata.org/entity/L27258,nom,observateurs
http://www.wikidata.org/entity/L27262,nom,administrateurs
http://www.wikidata.org/entity/L27221,adverbe,dessous
http://www.wikidata.org/entity/L27152,adjectif,nerveux
http://www.wikidata.org/entity/L27207,adjectif,séduisant
http://www.wikidata.org/entity/L27209,adjectif,redondant
http://www.wikidata.org/entity/L27172,adverbe,physiquement
http://www.wikidata.org/entity/L27202,adverbe,lourdement
http://www.wikidata.org/entity/L26886,nom,douche
http://www.wikidata.org/entity/L26880,nom,typographe
http://www.wikidata.org/entity/L27249,nom,constructeur
http://www.wikidata.org/entity/L27158,nom,détenu
http://www.wikidata.org/entity/L27215,nom,jouet
http://www.wikidata.org/entity/L26909,nom,fromage
http://www.wikidata.org/entity/L27258,nom,observateur
http://www.wikidata.org/entity/L27262,nom,administrateur
http://www.wikidata.org/entity/L26944,nom,animatrice
http://www.wikidata.org/entity/L27162,nom,podcast
http://www.wikidata.org/entity/L27180,nom,pansement
http://www.wikidata.org/entity/L27240,nom,progrès
http://www.wikidata.org/entity/L26869,nom,typologie
http://www.wikidata.org/entity/L27252,nom,vice-recteur
http://www.wikidata.org/entity/L26937,nom,productrice
http://www.wikidata.org/entity/L27256,nom,rédacteur
http://www.wikidata.org/entity/L26958,nom,billard
http://www.wikidata.org/entity/L13984,numéral,quatre-vingt-dix
http://www.wikidata.org/entity/L14052,numéral,quatre-vingt-onze
http://www.wikidata.org/entity/L14055,numéral,quatre-vingt-treize
http://www.wikidata.org/entity/L13878,adjectif,maximal
http://www.wikidata.org/entity/L13924,adjectif,optimal
http://www.wikidata.org/entity/L13958,adjectif,nouveau
http://www.wikidata.org/entity/L13958,adjectif,nouveaux
http://www.wikidata.org/entity/L13958,adjectif,nouvel
http://www.wikidata.org/entity/L13958,adjectif,nouvelles
http://www.wikidata.org/entity/L14237,adjectif,convenable
http://www.wikidata.org/entity/L27643,nom,oreillettes
http://www.wikidata.org/entity/L13998,numéral,trente-neuf
http://www.wikidata.org/entity/L14022,numéral,soixante-six
http://www.wikidata.org/entity/L27646,nom,bustes
http://www.wikidata.org/entity/L13988,numéral,vingt-six
http://www.wikidata.org/entity/L14048,numéral,quatre-vingt-cinq
http://www.wikidata.org/entity/L14042,numéral,septante-huit
http://www.wikidata.org/entity/L14029,numéral,soixante-quatorze
http://www.wikidata.org/entity/L14051,numéral,quatre-vingt-neuf
http://www.wikidata.org/entity/L14056,numéral,quatre-vingt-quatorze
http://www.wikidata.org/entity/L14019,numéral,soixante-trois
http://www.wikidata.org/entity/L14034,numéral,soixante-dix-neuf
http://www.wikidata.org/entity/L13898,nom,représentation
http://www.wikidata.org/entity/L13898,nom,représentations
http://www.wikidata.org/entity/L13971,nom,bouquet
http://www.wikidata.org/entity/L14066,numéral,huitante-cinq
http://www.wikidata.org/entity/L13967,nom,naissance
http://www.wikidata.org/entity/L15141,nom,source
http://www.wikidata.org/entity/L15142,nom,rang
http://www.wikidata.org/entity/L14257,nom,fondateur
http://www.wikidata.org/entity/L14121,nom,molybdène
http://www.wikidata.org/entity/L13971,nom,bouquets
http://www.wikidata.org/entity/L13884,nom,circonscription
http://www.wikidata.org/entity/L13884,nom,circonscriptions
http://www.wikidata.org/entity/L13888,nom,conclusion
http://www.wikidata.org/entity/L15141,nom,sources
http://www.wikidata.org/entity/L27540,nom,tunnels
http://www.wikidata.org/entity/L27543,nom,rebels
http://www.wikidata.org/entity/L27571,nom,breaks
http://www.wikidata.org/entity/L27602,nom,rallyes
http://www.wikidata.org/entity/L27631,nom,bioéthiques
http://www.wikidata.org/entity/L27634,nom,attaques
http://www.wikidata.org/entity/L27635,nom,roues
http://www.wikidata.org/entity/L27641,nom,navettes
http://www.wikidata.org/entity/L27651,nom,scénaristes
http://www.wikidata.org/entity/L27666,nom,captivités
http://www.wikidata.org/entity/L27674,nom,légitimités
http://www.wikidata.org/entity/L27682,nom,tonalités
http://www.wikidata.org/entity/L27686,nom,spécialités
http://www.wikidata.org/entity/L27687,nom,nudités
http://www.wikidata.org/entity/L27688,nom,économicités
http://www.wikidata.org/entity/L15014,nom,requête
http://www.wikidata.org/entity/L13875,nom,fécondation
http://www.wikidata.org/entity/L15116,nom,exemple
http://www.wikidata.org/entity/L13873,nom,affiliation
http://www.wikidata.org/entity/L15106,nom,affirmation
http://www.wikidata.org/entity/L13949,verbe,violer
http://www.wikidata.org/entity/L13958,adjectif,nouvelle
http://www.wikidata.org/entity/L15113,adjectif,principal
http://www.wikidata.org/entity/L13873,nom,affiliations
http://www.wikidata.org/entity/L13875,nom,fécondations
http://www.wikidata.org/entity/L13888,nom,conclusions
http://www.wikidata.org/entity/L13967,nom,naissances
http://www.wikidata.org/entity/L14248,nom,baliverne
http://www.wikidata.org/entity/L14248,nom,balivernes
http://www.wikidata.org/entity/L14257,nom,fondateurs
http://www.wikidata.org/entity/L14268,nom,éruption
http://www.wikidata.org/entity/L14268,nom,éruptions
http://www.wikidata.org/entity/L15014,nom,requêtes
http://www.wikidata.org/entity/L15029,nom,magot
http://www.wikidata.org/entity/L15029,nom,magots
http://www.wikidata.org/entity/L15106,nom,affirmations
http://www.wikidata.org/entity/L15116,nom,exemples
http://www.wikidata.org/entity/L15137,nom,internet
http://www.wikidata.org/entity/L15137,nom,internets
http://www.wikidata.org/entity/L15142,nom,rangs
http://www.wikidata.org/entity/L14121,nom,molybdènes
http://www.wikidata.org/entity/L15414,adjectif,indépendant
http://www.wikidata.org/entity/L15244,adjectif,global
http://www.wikidata.org/entity/L15213,adjectif,libre
http://www.wikidata.org/entity/L15143,adverbe,souvent
http://www.wikidata.org/entity/L15166,adjectif,valide
http://www.wikidata.org/entity/L15213,adjectif,libres
http://www.wikidata.org/entity/L15214,adjectif,descriptif
http://www.wikidata.org/entity/L15221,adjectif,modifiable
http://www.wikidata.org/entity/L15425,adjectif,postal
http://www.wikidata.org/entity/L15477,adjectif,juridique
http://www.wikidata.org/entity/L15511,adjectif,réciproque
http://www.wikidata.org/entity/L15526,adjectif,gazeux
http://www.wikidata.org/entity/L27809,nom,sexologies
http://www.wikidata.org/entity/L15444,nom,entreprise
http://www.wikidata.org/entity/L15464,nom,timbre
http://www.wikidata.org/entity/L15324,nom,enlèvement
http://www.wikidata.org/entity/L15499,nom,plafond
http://www.wikidata.org/entity/L15237,nom,stockage
http://www.wikidata.org/entity/L15318,nom,douceur
http://www.wikidata.org/entity/L15525,nom,provision
http://www.wikidata.org/entity/L15204,nom,méthode
http://www.wikidata.org/entity/L15472,nom,vente
http://www.wikidata.org/entity/L15168,nom,label
http://www.wikidata.org/entity/L27695,nom,diplomates
http://www.wikidata.org/entity/L27713,nom,ossatures
http://www.wikidata.org/entity/L27730,nom,suroffres
http://www.wikidata.org/entity/L27741,nom,hormones
http://www.wikidata.org/entity/L27750,nom,compagnes
http://www.wikidata.org/entity/L27753,nom,proxénétismes
http://www.wikidata.org/entity/L27768,nom,particules
http://www.wikidata.org/entity/L27771,nom,molécules
http://www.wikidata.org/entity/L27796,nom,gériatries
http://www.wikidata.org/entity/L27802,nom,psychothérapies
http://www.wikidata.org/entity/L27810,nom,plaies
http://www.wikidata.org/entity/L27812,nom,affiches
http://www.wikidata.org/entity/L27813,nom,dramaturges
http://www.wikidata.org/entity/L27822,nom,sabotages
http://www.wikidata.org/entity/L27824,nom,étiquetages
http://www.wikidata.org/entity/L27829,nom,tournages
http://www.wikidata.org/entity/L15516,nom,cours
http://www.wikidata.org/entity/L15438,nom,résidence
http://www.wikidata.org/entity/L15472,nom,ventes
http://www.wikidata.org/entity/L15245,nom,hypothèse
http://www.wikidata.org/entity/L15226,nom,objectif
http://www.wikidata.org/entity/L15163,verbe,marquer
http://www.wikidata.org/entity/L15179,verbe,préfixer
http://www.wikidata.org/entity/L15199,verbe,référencer
http://www.wikidata.org/entity/L15240,verbe,rapporter
http://www.wikidata.org/entity/L15247,verbe,receuillir
http://www.wikidata.org/entity/L15249,verbe,interpréter
http://www.wikidata.org/entity/L15251,adjectif,numérique
http://www.wikidata.org/entity/L15307,nom,cerveau
http://www.wikidata.org/entity/L15495,nom,rabais
http://www.wikidata.org/entity/L15168,nom,labels
http://www.wikidata.org/entity/L15204,nom,méthodes
http://www.wikidata.org/entity/L15209,nom,plupart
http://www.wikidata.org/entity/L15209,nom,pluparts
http://www.wikidata.org/entity/L15226,nom,objectifs
http://www.wikidata.org/entity/L15237,nom,stockages
http://www.wikidata.org/entity/L15245,nom,hypothèses
http://www.wikidata.org/entity/L15318,nom,douceurs
http://www.wikidata.org/entity/L15324,nom,enlèvements
http://www.wikidata.org/entity/L15343,nom,fabricateur
http://www.wikidata.org/entity/L15343,nom,fabricateurs
http://www.wikidata.org/entity/L15433,nom,maintien
http://www.wikidata.org/entity/L15433,nom,maintiens
http://www.wikidata.org/entity/L15438,nom,résidences
http://www.wikidata.org/entity/L15444,nom,entreprises
http://www.wikidata.org/entity/L15449,nom,conjoncture
http://www.wikidata.org/entity/L15449,nom,conjonctures
http://www.wikidata.org/entity/L15464,nom,timbres
http://www.wikidata.org/entity/L15497,nom,imprescriptibilité
http://www.wikidata.org/entity/L15497,nom,imprescriptibilités
http://www.wikidata.org/entity/L15499,nom,plafonds
http://www.wikidata.org/entity/L15520,nom,abattage
http://www.wikidata.org/entity/L15520,nom,abattages
http://www.wikidata.org/entity/L15525,nom,provisions
http://www.wikidata.org/entity/L14226,adjectif,homosexuel
http://www.wikidata.org/entity/L14243,adjectif,immense
http://www.wikidata.org/entity/L14998,adjectif,hideux
http://www.wikidata.org/entity/L15172,adjectif,lisible
http://www.wikidata.org/entity/L15220,adjectif,visualisable
http://www.wikidata.org/entity/L15428,adjectif,alimentaire
http://www.wikidata.org/entity/L15484,adjectif,pacifique
http://www.wikidata.org/entity/L15542,adjectif,marécageux
http://www.wikidata.org/entity/L15899,adjectif,honteux
http://www.wikidata.org/entity/L15969,adjectif,prodigue
http://www.wikidata.org/entity/L14235,adverbe,partout
http://www.wikidata.org/entity/L15891,adverbe,tandis
http://www.wikidata.org/entity/L15894,adverbe,davantage
http://www.wikidata.org/entity/L16000,adverbe,nonchalamment
http://www.wikidata.org/entity/L16003,adverbe,brusquement
http://www.wikidata.org/entity/L16005,adverbe,sèchement
http://www.wikidata.org/entity/L16015,adverbe,apparemment
http://www.wikidata.org/entity/L16020,adverbe,mollement
http://www.wikidata.org/entity/L16022,adverbe,inopinément
http://www.wikidata.org/entity/L16058,adverbe,adroitement
http://www.wikidata.org/entity/L16073,adverbe,faiblement
http://www.wikidata.org/entity/L15296,nom,carte
http://www.wikidata.org/entity/L15555,nom,clinique
http://www.wikidata.org/entity/L16282,nom,république
http://www.wikidata.org/entity/L15797,nom,hôtel
http://www.wikidata.org/entity/L15795,nom,journée
http://www.wikidata.org/entity/L15994,nom,tante
http://www.wikidata.org/entity/L15057,nom,bar
http://www.wikidata.org/entity/L15508,nom,échelle
http://www.wikidata.org/entity/L15820,nom,notaire
http://www.wikidata.org/entity/L15917,nom,fils
http://www.wikidata.org/entity/L16313,nom,iconographie
http://www.wikidata.org/entity/L15564,nom,planification
http://www.wikidata.org/entity/L15561,nom,délibération
http://www.wikidata.org/entity/L15161,nom,marqueur
http://www.wikidata.org/entity/L15914,nom,lampe
http://www.wikidata.org/entity/L15001,nom,vol
http://www.wikidata.org/entity/L15950,nom,marque
http://www.wikidata.org/entity/L16300,nom,concordance
http://www.wikidata.org/entity/L15022,nom,caprice
http://www.wikidata.org/entity/L15136,nom,concept
http://www.wikidata.org/entity/L15423,nom,sentier
http://www.wikidata.org/entity/L15826,nom,bruit
http://www.wikidata.org/entity/L15788,nom,fenêtre
http://www.wikidata.org/entity/L15004,nom,fusil
http://www.wikidata.org/entity/L15420,nom,société
http://www.wikidata.org/entity/L15408,nom,teneur
